,dts_gnf_off,usd_gnf_off,eur_gnf_off,usd_gnf_p,eur_gnf_p,usd_gnf_gap,eur_gnf_gap
2015.10.16,10816.71,7628.55,8726.30,8465.00,9430.00,0.10,0.07
2015.10.19,10917.16,7726.51,8777.32,8465.00,9430.00,0.09,0.07
2015.10.20,10948.07,7752.62,8786.04,8428.33,9435.00,0.08,0.07
2015.10.21,10930.71,7728.08,8789.15,8493.33,9493.33,0.09,0.07
2015.10.22,10605.63,7506.67,8523.07,8446.67,9433.34,0.11,0.10
2015.10.26,10783.15,7700.07,8534.76,8518.33,9511.66,0.10,0.10
2015.10.27,10742.17,7691.91,8469.56,8520.00,9521.66,0.10,0.11
2015.10.28,10786.56,7711.42,8529.60,8530.00,9466.66,0.10,0.10
2015.10.29,10499.59,7508.08,8322.71,8516.66,9475.00,0.12,0.12
2015.10.30,10702.86,7508.08,8322.71,8538.33,9530.00,0.12,0.13
2015.11.02,10787.13,7722.33,8507.69,8538.33,9530.00,0.10,0.11
2015.11.03,10761.18,7698.65,8493.14,8530.00,9470.00,0.10,0.10
2015.11.04,10739.98,7698.02,8449.35,8520.00,9472.00,0.10,0.11
2015.11.05,10473.78,7517.29,8220.15,8523.33,9515.16,0.12,0.14
2015.11.06,10708.27,7703.87,8384.12,8559.99,9560.00,0.10,0.12
2015.11.09,10795.31,7781.10,8453.39,8611.66,9565.00,0.10,0.12
2015.11.10,10698.59,7743.35,8344.24,8611.66,9565.00,0.10,0.13
2015.11.11,10698.62,7754.24,8305.56,8560.00,9530.00,0.09,0.13
2015.11.12,10383.06,7524.71,8063.48,8570.00,9543.33,0.12,0.16
2015.11.13,10592.47,7674.94,8232.13,8685.00,9538.33,0.12,0.14
2015.11.16,10723.61,7747.82,8339.75,8713.33,9483.00,0.11,0.12
2015.11.17,10674.57,7782.15,8286.89,8723.33,9483.33,0.11,0.13
2015.11.18,10628.70,7713.46,8230.26,8765.00,9480.00,0.12,0.13
2015.11.19,10407.87,7552.83,8055.85,8857.50,9471.66,0.15,0.15
2015.11.20,10674.42,7730.21,8261.27,8813.33,9466.66,0.12,0.13
2015.11.23,10717.15,7767.03,8301.40,8845.00,9471.66,0.12,0.12
2015.11.24,10660.80,7750.16,8239.19,8816.66,9486.66,0.12,0.13
2015.11.25,10717.18,7784.55,8291.32,8783.33,9468.33,0.11,0.12
2015.11.26,10367.17,7547.65,7989.94,8783.33,9468.33,0.14,0.16
2015.11.27,10542.32,7675.17,8124.94,8823.33,9475.00,0.13,0.14
2015.11.30,10665.99,7765.20,8220.24,8836.66,9480.00,0.12,0.13
2015.12.01,10676.22,7780.56,8231.05,8830.00,9461.67,0.12,0.13
2015.12.02,10709.16,7794.59,8262.27,8820.00,9425.00,0.12,0.12
2015.12.03,10518.18,7658.75,8127.46,8820.00,9426.66,0.13,0.14
2015.12.04,10659.49,7781.30,8303.42,8820.00,9385.00,0.12,0.12
2015.12.07,10802.13,7789.71,8492.34,8825.00,9433.33,0.12,0.10
2015.12.09,10984.67,7936.25,8630.66,8825.00,9368.33,0.10,0.08
2015.12.10,10777.30,7764.33,8494.95,8766.66,9240.00,0.11,0.08
2015.12.11,11043.12,7937.02,8695.48,8720.00,9275.00,0.09,0.06
2015.12.15,11052.67,7938.75,8719.14,8683.33,9320.00,0.09,0.06
2015.12.16,11139.12,7991.73,8782.91,8631.66,9306.66,0.07,0.06
2015.12.17,10764.81,7754.69,8478.21,8623.33,9281.66,0.10,0.09
2015.12.18,10999.37,7953.55,8622.44,8626.66,9265.00,0.08,0.07
2015.12.21,10986.13,7940.24,8604.04,8670.00,9271.67,0.08,0.07
2015.12.22,11088.75,8008.33,8705.06,8683.33,9263.33,0.08,0.06
2015.12.24,10797.23,7780.32,8493.00,8673.33,9283.33,0.10,0.09
2015.12.28,10978.24,7902.54,8650.92,8683.33,9283.33,0.09,0.07
2015.12.29,11131.39,8006.21,8776.40,8685.00,9370.00,0.08,0.06
2015.12.30,10974.03,7900.38,8652.50,8690.00,9325.00,0.09,0.07
2015.12.31,11100.05,8003.74,8744.89,8680.00,9288.33,0.08,0.06
2016.01.04,11135.09,8035.53,8748.29,8683.33,9286.66,0.07,0.06
2016.01.05,11111.17,8007.54,8726.62,8673.33,9341.66,0.08,0.07
2016.01.06,11146.65,8079.85,8682.60,8675.00,9360.00,0.07,0.07
2016.01.07,11068.96,8023.15,8618.47,8660.00,9359.16,0.07,0.08
2016.01.08,11635.26,8405.00,9134.55,8635.83,9326.66,0.03,0.02
2016.01.11,11745.07,8484.27,9214.76,8656.66,9315.00,0.02,0.01
1900.01.12,11791.21,8510.00,9265.69,8685.00,9308.33,0.02,0.00
2016.01.13,11671.77,8444.66,9150.64,8688.33,9360.00,0.03,0.02
2016.01.14,11697.66,8476.71,9168.40,8686.66,9341.66,0.02,0.02
2016.01.15,11910.42,8600.00,9367.98,8683.33,9324.16,0.01,0.00
2016.01.18,11880.66,8587.10,9371.96,8783.33,9425.00,0.02,0.01
2016.01.19,11880.66,8587.10,9371.96,8783.33,9425.00,0.02,0.01
2016.01.20,11896.32,8615.97,9363.31,8821.66,9480.00,0.02,0.01
2016.01.21,11984.02,8668.64,9454.89,8818.33,9505.00,0.02,0.01
2016.01.22,11881.88,8600.00,9367.99,8820.00,9475.00,0.02,0.01
2016.01.25,12004.55,8703.97,9407.25,8835.00,9486.67,0.01,0.01
2016.01.26,12021.20,8725.00,9436.09,8833.33,9525.00,0.01,0.01
2016.01.27,12020.38,8722.68,9452.78,8826.67,9508.33,0.01,0.01
2016.01.28,12157.63,8802.71,9584.38,8858.33,9556.67,0.01,0.00
2016.01.29,12199.74,8825.00,9621.90,8865.00,9500.00,0.00,-0.01
2016.02.01,12162.65,8810.35,9620.90,8858.33,9570.00,0.01,-0.01
2016.02.02,12235.06,8880.00,9664.99,8883.33,9576.67,0.00,-0.01
2016.02.04,12271.72,8865.32,9692.46,8898.33,9593.33,0.00,-0.01
2016.02.05,12388.71,8865.61,9934.80,8943.33,9605.00,0.01,-0.03
2016.02.08,12388.28,8859.02,9923.88,9008.33,9775.00,0.02,-0.02
2016.02.09,12351.90,8859.02,9834.40,8975.00,9975.00,0.01,0.01
2016.02.10,12405.33,8863.31,9958.81,9016.67,9925.00,0.02,0.00
2016.02.11,12356.54,8809.10,9916.40,9036.67,9933.33,0.03,0.00
2016.02.12,12492.29,8870.00,10064.79,9075.00,10191.66,0.02,0.01
2016.02.15,12591.98,8957.02,10099.04,9063.33,10070.00,0.01,0.00
2016.02.16,12511.83,8900.00,10034.75,9031.67,9953.33,0.01,-0.01
2016.02.17,12443.08,8900.00,9937.74,9023.33,9950.00,0.01,0.00
2016.02.18,12427.49,8900.00,9911.04,9023.33,9950.00,0.01,0.00
2016.02.19,12375.63,8870.00,9831.51,9023.33,9950.00,0.02,0.01
2016.02.22,12538.74,8985.34,9970.13,8978.33,9873.33,0.00,-0.01
2016.02.23,12338.38,8875.00,9785.57,9020.00,9906.67,0.02,0.01
2016.02.24,12280.57,8837.67,9723.21,9018.33,9861.67,0.02,0.01
2016.02.25,12271.23,8854.12,9722.72,9020.00,9808.33,0.02,0.01
2016.02.26,12225.38,8800.00,9703.76,9010.00,9788.33,0.02,0.01
2016.02.29,12357.66,8900.00,9795.33,9013.33,9730.00,0.01,-0.01
2016.03.01,12259.17,8875.00,9663.11,8991.67,9733.33,0.01,0.01
2016.03.02,12396.71,8969.31,9751.43,8991.66,9703.33,0.00,0.00
2016.03.03,12324.79,8929.13,9693.46,8997.50,9733.33,0.01,0.00
2016.03.04,12296.59,8895.00,9696.44,8983.33,9761.67,0.01,0.01
2016.03.07,12435.36,8959.06,9828.10,8994.17,9781.67,0.00,0.00
2016.03.08,12343.13,8900.00,9748.17,8962.50,9776.67,0.01,0.00
2016.03.09,12479.00,8972.05,9894.37,8980.00,9788.33,0.00,-0.01
2016.03.10,12412.10,8932.37,9801.49,8983.33,9726.67,0.01,-0.01
2016.03.11,12357.04,8900.00,9662.73,8990.00,9793.33,0.01,0.01
2016.03.14,12290.69,8811.62,9772.09,8983.33,9789.17,0.02,0.00
2016.03.15,12294.36,8810.00,9795.84,8983.33,9789.17,0.02,0.00
2016.03.16,12294.36,8902.22,9889.48,8988.33,9815.00,0.01,-0.01
2016.03.17,12459.95,8949.93,9902.21,8991.67,9866.67,0.00,0.00
2016.03.18,12557.54,8920.00,10089.41,8990.00,9836.67,0.01,-0.03
2016.03.21,12553.35,8927.53,10069.36,8996.67,9958.33,0.01,-0.01
2016.03.22,12544.37,8927.53,10062.22,8996.67,9958.33,0.01,-0.01
2016.03.23,12543.90,8949.93,10034.67,8998.33,9978.33,0.01,-0.01
2016.03.24,12514.76,8950.94,9999.10,9010.00,9983.33,0.01,0.00
2016.03.25,12493.83,8950.94,9983.88,9018.33,9911.66,0.01,-0.01
2016.03.29,12493.26,8929.49,9983.42,9015.00,9900.00,0.01,-0.01
2016.03.30,12540.06,8964.93,10035.34,9018.33,9913.33,0.01,-0.01
2016.03.31,12614.70,8968.23,10155.63,9018.33,9913.33,0.01,-0.02
2016.04.01,12580.76,8930.00,10166.80,9018.33,9913.33,0.01,-0.02
2016.04.04,12600.87,8942.29,10222.83,9013.33,9956.67,0.01,-0.03
2016.04.05,12522.25,8900.00,10128.19,9018.33,9965.00,0.01,-0.02
2016.04.06,12633.00,8973.30,10199.95,9028.33,10011.67,0.01,-0.02
2016.04.07,12628.96,8982.56,10182.63,9016.67,10026.67,0.00,-0.02
2016.04.08,12638.89,8970.00,10193.51,9015.00,10025.00,0.01,-0.02
2016.04.11,12590.62,8940.07,10158.61,9021.67,10013.33,0.01,-0.01
2016.04.12,12563.84,8900.00,10137.10,9015.00,10020.00,0.01,-0.01
2016.04.13,12612.42,8924.23,10170.05,9018.33,10020.00,0.01,-0.01
2016.04.14,12540.58,8913.09,10069.65,9020.00,10015.00,0.01,-0.01
2016.04.18,12600.61,8964.67,10115.73,9025.00,10025.00,0.01,-0.01
2016.04.19,12617.34,8964.67,10135.46,9025.00,10025.00,0.01,-0.01
2016.04.20,12638.84,8928.33,10170.41,9023.33,10030.00,0.01,-0.01
2016.04.21,12659.15,8970.33,10207.33,9023.33,10030.00,0.01,-0.02
2016.04.22,12633.12,8970.33,10185.71,9025.00,10035.00,0.01,-0.01
2016.04.25,12588.54,8955.81,10086.93,9028.33,10036.67,0.01,-0.01
2016.04.26,12587.02,8955.81,10087.83,9028.33,10036.67,0.01,-0.01
2016.04.27,12657.70,8989.26,10146.18,9012.50,10025.00,0.00,-0.01
2016.04.28,12559.54,8911.94,10073.17,9012.50,10020.00,0.01,-0.01
2016.04.29,12596.66,8911.94,10122.18,9013.33,10015.00,0.01,-0.01
2016.05.03,12801.87,8994.10,10336.91,9016.67,10028.33,0.00,-0.03
2016.05.04,12825.05,8987.31,10397.42,9016.67,10028.33,0.00,-0.04
2016.05.05,12825.05,8987.31,10397.42,9016.67,10028.33,0.00,-0.04
2016.05.06,12725.91,8983.25,10275.94,8998.33,10048.33,0.00,-0.02
2016.05.09,12680.87,8946.65,10223.33,8983.33,10071.67,0.00,-0.01
2016.05.10,12651.91,8946.65,10194.71,8983.33,10071.67,0.00,-0.01
2016.05.11,12617.42,8938.47,10167.51,9000.00,10083.33,0.01,-0.01
2016.05.12,12682.21,8973.03,10237.33,8991.50,10068.33,0.00,-0.02
2016.05.13,12678.55,8973.03,10219.38,8999.17,10071.67,0.00,-0.01
2016.05.16,12660.66,8960.09,10182.59,8986.67,10085.00,0.00,-0.01
2016.05.17,12647.44,8960.09,10161.05,9008.33,10105.00,0.01,-0.01
2016.05.18,12482.96,8852.95,10019.77,8985.00,10100.00,0.01,0.01
2016.05.19,12543.70,8907.86,10047.18,8985.00,10108.33,0.01,0.01
2016.05.20,12528.16,8907.86,9974.13,9023.33,10078.33,0.01,0.01
2016.05.23,12527.35,8911.01,9997.25,9025.00,10111.67,0.01,0.01
2016.05.24,12632.79,8990.00,10082.28,9015.25,9985.25,0.00,-0.01
2016.05.26,12580.86,8961.18,9988.13,9023.33,10100.00,0.01,0.01
2016.05.27,12599.40,8961.18,10007.85,9040.00,10111.67,0.01,0.01
2016.05.30,12573.63,8943.94,9988.59,9027.50,9990.83,0.01,0.00
2016.05.31,12573.63,8943.94,9988.59,9066.67,10096.67,0.01,0.01
2016.06.01,12568.70,8959.22,9993.11,9061.67,10091.67,0.01,0.01
2016.06.02,12620.23,8996.48,10052.67,9064.17,10110.00,0.01,0.01
2016.06.03,12639.63,8996.48,10065.27,9046.67,10120.00,0.01,0.01
2016.06.06,12587.99,8977.11,10013.07,9036.67,10118.33,0.01,0.01
2016.06.07,12662.38,8967.03,10176.68,9071.67,10093.33,0.01,-0.01
2016.06.08,12631.26,8928.32,10131.85,9036.67,10078.33,0.01,-0.01
2016.06.09,12736.90,8995.83,10235.46,9043.33,10046.67,0.01,-0.02
2016.06.10,12719.85,8995.87,10204.01,9048.33,10038.33,0.01,-0.02
2016.06.13,12673.78,8979.64,10150.58,9061.67,10021.67,0.01,-0.01
2016.06.14,12552.32,8914.91,10045.32,9063.33,10045.00,0.02,0.00
2016.06.15,12651.98,8997.74,10099.97,9063.33,10045.00,0.01,-0.01
2016.06.16,12597.16,8958.22,10060.08,9075.00,10085.00,0.01,0.00
2016.06.17,12634.56,8978.53,10032.61,9085.00,10088.33,0.01,0.01
2016.06.20,12479.96,8846.76,9956.14,9068.33,10070.00,0.02,0.01
2016.06.21,12729.99,8981.94,10178.33,9085.00,10090.00,0.01,-0.01
2016.06.22,12746.90,8986.35,10167.16,9078.33,10080.00,0.01,-0.01
2016.06.23,12718.34,8980.24,10132.41,9081.67,10085.00,0.01,0.00
2016.06.24,12775.20,8985.00,10233.02,9088.33,10091.67,0.01,-0.01
2016.06.27,12539.62,8969.25,9925.37,9088.33,10078.33,0.01,0.02
2016.06.29,12539.66,8986.54,9950.79,9088.67,10090.00,0.01,0.01
2016.06.30,12541.55,8984.77,9964.11,9090.00,10093.33,0.01,0.01
2016.07.01,12581.51,8994.22,9985.38,9070.00,10050.00,0.01,0.01
2016.07.04,12523.89,8971.51,9989.78,9095.00,10085.00,0.01,0.01
2016.07.05,12505.93,8958.65,9975.46,9083.33,10070.00,0.01,0.01
2016.07.07,12521.12,8989.50,9950.48,9083.33,10070.00,0.01,0.01
2016.07.08,12417.56,8913.23,9875.86,9083.33,10070.00,0.02,0.02
2016.07.11,12532.74,8999.71,9962.67,9083.33,10070.00,0.01,0.01
2016.07.12,12505.18,8999.00,9942.99,9058.67,10056.67,0.01,0.01
2016.07.13,12471.70,8959.97,9938.40,9080.00,10063.33,0.01,0.01
2016.07.14,12485.74,8970.09,9931.68,9085.00,10056.67,0.01,0.01
2016.07.15,12508.56,8991.08,10031.34,9085.00,10056.67,0.01,0.00
2016.07.18,12541.28,8997.12,10011.99,9113.33,10070.00,0.01,0.01
2016.07.19,12449.28,8963.86,9907.75,9200.00,10055.00,0.03,0.01
2016.07.20,12485.73,8995.52,9926.56,9205.00,10066.67,0.02,0.01
2016.07.21,12361.29,8921.81,9825.59,9226.67,10076.67,0.03,0.03
2016.07.22,12466.50,8993.70,9906.56,9225.00,10071.67,0.03,0.02
2016.07.25,12453.30,8988.61,9900.05,9258.33,10058.33,0.03,0.02
2016.07.26,12422.98,8973.37,9854.55,9281.67,10078.33,0.03,0.02
2016.07.27,12480.61,8999.03,9896.24,9278.33,10090.00,0.03,0.02
2016.07.28,12460.92,8996.16,9887.68,9281.67,10085.00,0.03,0.02
2016.07.29,12512.72,8999.88,9980.86,9283.33,10086.67,0.03,0.01
2016.08.01,12538.14,8998.36,9999.88,9290.00,10130.00,0.03,0.01
2016.08.02,12550.09,8984.05,10029.80,9280.00,10143.33,0.03,0.01
2016.08.03,12589.81,8997.63,10071.05,9278.33,10143.33,0.03,0.01
2016.08.04,12611.72,8999.22,10079.12,9278.33,10143.33,0.03,0.01
2016.08.05,12576.92,8997.91,10020.07,9278.33,10143.33,0.03,0.01
2016.08.08,12573.71,8998.83,10039.09,9283.33,10168.33,0.03,0.01
2016.08.09,12527.31,8999.21,9977.42,9256.67,10165.00,0.03,0.02
2016.08.10,12520.52,8998.50,9968.54,9218.33,10180.00,0.02,0.02
2016.08.11,12573.43,8999.38,10064.90,9271.67,10161.67,0.03,0.01
2016.08.12,12544.17,8991.94,10028.71,9261.67,10185.00,0.03,0.02
2016.08.16,12559.93,8999.83,10061.81,9261.67,10185.00,0.03,0.01
2016.08.17,12614.92,8997.11,10162.24,9253.33,10210.00,0.03,0.00
2016.08.18,12637.87,9019.29,10170.16,9255.00,10183.33,0.03,0.00
2016.08.19,12674.07,9017.16,10208.33,9230.00,10191.67,0.02,0.00
2016.08.22,12700.04,9036.48,10234.71,9228.33,10220.00,0.02,0.00
2016.08.23,12578.94,8963.03,10133.60,9238.33,10221.67,0.03,0.01
2016.08.24,12711.73,9038.07,10248.26,9238.33,10246.67,0.02,0.00
2016.08.25,12687.80,9031.41,10176.60,9246.67,10233.33,0.02,0.01
2016.08.26,12640.65,8999.45,10160.38,9239.17,10240.00,0.03,0.01
2016.08.29,12765.78,9088.99,10261.48,9235.00,10230.00,0.02,0.00
2016.08.30,12572.59,9001.58,10054.76,9240.00,10228.33,0.03,0.02
2016.08.31,12687.94,9089.82,10151.51,9240.00,10228.33,0.02,0.01
2016.09.01,12687.95,9099.60,10129.67,9248.33,10240.00,0.02,0.01
2016.09.02,12614.21,9039.71,10075.67,9220.83,10238.33,0.02,0.02
2016.09.05,12596.17,9016.03,10091.65,9195.00,10183.33,0.02,0.01
2016.09.06,12572.28,8998.93,10072.51,9180.83,10166.67,0.02,0.01
2016.09.07,12607.50,9021.71,10067.33,9133.33,10126.67,0.01,0.01
2016.09.08,12741.04,9078.68,10201.71,9153.33,10146.67,0.01,-0.01
2016.09.09,12767.78,9086.77,10264.41,9160.00,10128.33,0.01,-0.01
2016.09.13,12718.38,9081.42,10194.80,9160.00,10128.33,0.01,-0.01
2016.09.14,12713.85,9076.10,10207.89,9118.33,10116.67,0.00,-0.01
2016.09.15,12582.56,8992.70,10088.01,9128.33,10116.67,0.01,0.00
2016.09.16,12683.90,9057.91,10193.76,9141.67,10120.00,0.01,-0.01
2016.09.19,12676.25,9055.25,10165.43,9138.33,10153.33,0.01,0.00
2016.09.20,12673.80,9080.02,10137.84,9125.00,10120.00,0.00,0.00
2016.09.21,12629.34,9049.39,10120.84,9138.33,10133.33,0.01,0.00
2016.09.22,12639.71,9060.56,10102.53,9136.67,10138.33,0.01,0.00
2016.09.23,12724.19,9086.88,10211.84,9143.33,10135.00,0.01,-0.01
2016.09.26,12694.60,9074.61,10176.27,9175.00,10161.67,0.01,0.00
2016.09.27,12674.27,9055.52,10198.34,9160.00,10145.00,0.01,-0.01
2016.09.28,12722.00,9085.73,10194.19,9158.33,10144.17,0.01,0.00
2016.09.29,12720.86,9092.16,10205.95,9175.00,10168.33,0.01,0.00
2016.09.30,12675.92,9065.22,10172.09,9188.33,10213.33,0.01,0.00
2016.10.04,12714.96,9097.18,10221.59,9180.00,10228.33,0.01,0.00
2016.10.05,12651.14,9083.62,10138.23,9188.33,10183.33,0.01,0.00
2016.10.06,12674.61,9097.05,10198.70,9203.33,10203.33,0.01,0.00
2016.10.07,12600.11,9057.89,10131.25,9205.00,10211.67,0.02,0.01
2016.10.10,12494.42,9014.02,10041.63,9183.33,10216.67,0.02,0.02
2016.10.11,12491.39,9011.84,10039.19,9193.33,10196.67,0.02,0.02
2016.10.12,12490.48,9036.10,10011.09,9190.00,10218.33,0.02,0.02
2016.10.13,12487.50,9048.16,9971.07,9213.33,10215.00,0.02,0.02
2016.10.14,12522.75,9077.35,10019.58,9211.67,10208.33,0.01,0.02
2016.10.17,12450.41,9030.94,9935.84,9210.00,10206.67,0.02,0.03
2016.10.18,12501.17,9078.07,9980.43,9213.33,10211.67,0.01,0.02
2016.10.19,12500.96,9063.19,9963.16,9215.00,10223.33,0.02,0.03
2016.10.20,12443.45,9023.07,9906.43,9206.67,10223.33,0.02,0.03
2016.10.21,12487.15,9062.39,9950.50,9220.00,10205.00,0.02,0.02
2016.10.24,12431.86,9051.02,9852.93,9233.33,10226.67,0.02,0.04
2016.10.25,12444.19,9059.48,9866.69,9231.67,10208.33,0.02,0.03
2016.10.26,12439.03,9065.02,9855.49,9228.33,10195.00,0.02,0.03
2016.10.27,12435.26,9050.02,9887.15,9233.33,10188.33,0.02,0.03
2016.10.28,12430.67,9048.48,9887.28,9225.00,10198.33,0.02,0.03
2016.10.31,12432.83,9063.76,9899.43,9245.00,10205.00,0.02,0.03
2016.11.01,12469.15,9076.17,9934.67,9256.67,10170.00,0.02,0.02
2016.11.02,12498.49,9071.97,10001.84,9253.33,10175.00,0.02,0.02
2016.11.03,12533.65,9061.59,10053.83,9245.00,10173.33,0.02,0.01
2016.11.04,12537.95,9063.07,10027.37,9245.00,10173.33,0.02,0.01
2016.11.07,12574.24,9077.25,10069.39,9261.67,10214.17,0.02,0.01
2016.11.08,12507.07,9056.23,10018.00,9238.33,10173.33,0.02,0.02
2016.11.09,12521.96,9077.78,10020.06,9261.67,10186.67,0.02,0.02
2016.11.10,12538.05,9063.79,9990.12,9246.67,10175.00,0.02,0.02
2016.11.11,12452.17,9081.13,9893.89,9246.67,10175.00,0.02,0.03
2016.11.14,12478.23,9090.41,9912.19,9256.67,10195.00,0.02,0.03
2016.11.15,12402.58,9078.19,9783.56,9261.67,10195.00,0.02,0.04
2016.11.16,12370.66,9072.38,9766.41,9254.17,10205.00,0.02,0.04
2016.11.17,12353.36,9088.97,9727.02,9251.67,10208.33,0.02,0.05
2016.11.18,12375.30,9085.84,9737.30,9252.50,10225.00,0.02,0.05
2016.11.21,12313.30,9081.75,9652.99,9256.67,10233.33,0.02,0.06
2016.11.22,12293.69,9071.75,9644.18,9255.00,10230.00,0.02,0.06
2016.11.23,12314.82,9086.77,9647.43,9256.67,10201.67,0.02,0.05
2016.11.24,12280.64,9073.22,9619.43,9252.50,10206.67,0.02,0.06
2016.11.25,12302.56,9089.42,9636.60,9258.33,10168.33,0.02,0.05
2016.11.28,12294.01,9083.10,9629.90,9260.00,10100.00,0.02,0.05
2016.11.29,12273.83,9079.81,9613.70,9263.33,10083.33,0.02,0.05
2016.11.30,12300.87,9097.59,9621.60,9284.17,10108.33,0.02,0.05
2016.12.01,12312.25,9094.84,9672.35,9300.00,10083.33,0.02,0.04
2016.12.02,12312.25,9099.10,9669.61,9300.00,10083.33,0.02,0.04
2016.12.05,12326.55,9096.28,9680.26,9340.83,10181.67,0.03,0.05
2016.12.06,12325.58,9077.55,9714.80,9344.17,10185.00,0.03,0.05
2016.12.07,12387.68,9110.16,9778.85,9376.67,10190.00,0.03,0.04
2016.12.08,12418.52,9150.14,9818.09,9500.00,10121.67,0.04,0.03
2016.12.09,12460.44,9155.13,9852.75,9486.67,10095.00,0.03,0.02
2016.12.13,12427.41,9200.00,9748.32,9480.00,10028.33,0.03,0.03
2016.12.14,12444.03,9205.22,9766.74,9488.33,10041.67,0.03,0.03
2016.12.15,12470.95,9210.99,9804.19,9491.67,10058.33,0.03,0.03
2016.12.16,12327.41,9201.07,9586.59,9480.00,10058.33,0.03,0.05
2016.12.19,12339.93,9205.36,9609.48,9475.83,10054.17,0.03,0.04
2016.12.20,12345.19,9209.97,9598.63,9477.50,10066.67,0.03,0.05
2016.12.21,12317.71,9210.12,9545.38,9482.50,10066.67,0.03,0.05
2016.12.22,12343.93,9215.13,9603.09,9481.67,10183.33,0.03,0.06
2016.12.23,12344.54,9211.20,9620.18,9476.67,10185.83,0.03,0.06
2016.12.27,12345.67,9215.30,9626.30,9630.00,10205.00,0.04,0.06
2016.12.28,12338.73,9210.43,9620.30,9622.50,10216.67,0.04,0.06
2016.12.29,12332.48,9220.22,9589.95,9626.67,10246.67,0.04,0.06
2016.12.30,12362.72,9225.31,9643.22,9616.67,10205.00,0.04,0.06
2017.01.03,12408.27,9230.06,9729.41,9611.67,10145.00,0.04,0.04
2017.01.04,12330.33,9225.16,9580.32,9595.83,10146.67,0.04,0.06
2017.01.05,12342.96,9210.67,9613.18,9586.67,10131.67,0.04,0.05
2017.01.06,12421.06,9235.44,9698.14,9582.50,10125.83,0.04,0.04
2017.01.09,12471.57,9240.46,9784.72,9580.00,10132.50,0.04,0.03
2017.01.10,12425.55,9245.29,9722.34,9583.33,10140.83,0.04,0.04
2017.01.11,12439.02,9241.57,9765.57,9453.33,9935.00,0.02,0.02
2017.01.12,12415.61,9243.53,9708.49,9418.33,9925.83,0.02,0.02
2017.01.13,12507.49,9246.03,9873.83,9401.67,9900.00,0.02,0.00
2017.01.16,12496.92,9248.42,9859.75,9448.33,9916.67,0.02,0.01
2017.01.17,12496.35,9248.00,9859.30,9456.67,9927.50,0.02,0.01
2017.01.18,12550.25,9250.37,9883.10,9540.00,9965.00,0.03,0.01
2017.01.19,12543.22,9252.07,9866.41,9530.00,9972.50,0.03,0.01
2017.01.20,12525.88,9255.13,9873.37,9521.67,9970.00,0.03,0.01
2017.01.23,12532.59,9260.10,9878.67,9525.83,9983.33,0.03,0.01
2017.01.24,12629.88,9300.00,9964.95,9523.33,9980.00,0.02,0.00
2017.01.25,12643.16,9301.07,9996.78,9517.50,9978.33,0.02,0.00
2017.01.26,12652.77,9302.33,9993.49,9517.50,9978.33,0.02,0.00
2017.01.27,12635.54,9300.00,9951.00,9522.50,9980.00,0.02,0.00
2017.01.30,12612.94,9305.09,9938.76,9541.67,10050.00,0.02,0.01
2017.01.31,12609.40,9310.00,9896.53,9510.00,10031.67,0.02,0.01
2017.02.01,12654.83,9313.04,10016.18,9508.33,10061.67,0.02,0.00
2017.02.02,12696.25,9315.01,10050.90,9503.33,10053.33,0.02,0.00
2017.02.03,12713.36,9315.00,10067.66,9483.33,10058.33,0.02,0.00
2017.02.06,12655.71,9312.25,10002.29,9535.00,10055.00,0.02,0.01
2017.02.07,12666.10,9312.00,9975.02,9403.33,10033.33,0.01,0.01
2017.02.08,12626.84,9310.03,9938.46,9383.33,10018.33,0.01,0.01
2017.02.09,12622.69,9308.06,9927.05,9385.00,10046.67,0.01,0.01
2017.02.10,12641.95,9310.00,9954.25,9326.67,10040.00,0.00,0.01
2017.02.13,12607.31,9311.04,9896.70,9336.67,10021.67,0.00,0.01
2017.02.14,12561.98,9275.00,9858.40,9351.67,9968.33,0.01,0.01
2017.02.15,12594.28,9300.58,9880.00,9396.67,9948.33,0.01,0.01
2017.02.16,12561.00,9305.04,9821.47,9421.67,9968.33,0.01,0.01
2017.02.17,12602.92,9305.00,9911.69,9421.67,9968.33,0.01,0.01
2017.02.20,12541.58,9256.60,9858.29,9421.67,9968.33,0.02,0.01
2017.02.21,12548.61,9261.79,9863.81,9405.00,9955.00,0.02,0.01
2017.02.22,12477.82,9243.89,9740.29,9405.00,9955.00,0.02,0.02
2017.02.23,12540.07,9296.11,9772.99,9370.83,9951.67,0.01,0.02
2017.02.24,12562.01,9296.00,9828.67,9370.00,9936.67,0.01,0.01
2017.02.27,12506.67,9230.16,9792.27,9373.33,9943.33,0.02,0.02
2017.02.28,12540.25,9270.28,9814.45,9373.33,9943.33,0.01,0.01
2017.03.01,12584.44,9295.00,9849.91,9355.00,9930.00,0.01,0.01
2017.03.02,12536.70,9297.04,9792.58,9367.50,9930.00,0.01,0.01
2017.03.03,12522.63,9297.00,9774.86,9370.00,9908.33,0.01,0.01
2017.03.06,12522.09,9300.12,9825.57,9385.00,9878.33,0.01,0.01
2017.03.07,12547.24,9300.00,9850.56,9388.33,9890.00,0.01,0.00
2017.03.08,12544.43,9305.02,9840.99,9375.00,9863.33,0.01,0.00
2017.03.09,12518.12,9295.00,9811.80,9373.33,9856.67,0.01,0.00
